MODE	GAMMA	C	NGRAM	BOW	F1 AVG	Round 1	Round 2	Round 3	Round 4	Round 5	Round 6	Round 7	Round 8	Round 9	Round 10
nb lemma posneg	N.A.	N.A.	[1]	200	0.6588	0.6711	0.7027	0.6667	0.732	0.7273	0.5507	0.6061	0.6241	0.6357	0.6719
nb lemma posneg	N.A.	N.A.	[1, 2]	50	0.657	0.6582	0.6933	0.6087	0.6928	0.7089	0.625	0.5882	0.6389	0.6567	0.6992
nb lemma posneg	N.A.	N.A.	[1, 2]	74	0.6649	0.6447	0.6887	0.6471	0.7368	0.75	0.5874	0.6056	0.6857	0.6471	0.6557
nb lemma posneg	N.A.	N.A.	[1, 2]	100	0.6696	0.6839	0.702	0.6074	0.7273	0.7742	0.6043	0.6187	0.6765	0.6512	0.6504
nb lemma posneg	N.A.	N.A.	[1, 2]	124	0.6777	0.7059	0.6986	0.6857	0.7114	0.7722	0.6383	0.6338	0.6571	0.6406	0.6333
nb lemma posneg	N.A.	N.A.	[1, 2]	150	0.6754	0.702	0.6939	0.6715	0.6933	0.7403	0.6475	0.6434	0.6761	0.6299	0.6557
nb lemma posneg	N.A.	N.A.	[1, 2]	174	0.6668	0.68	0.6849	0.6714	0.6887	0.7613	0.6277	0.6074	0.6619	0.623	0.6612
nb lemma posneg	N.A.	N.A.	[1, 2]	200	0.6767	0.6892	0.6759	0.6619	0.702	0.7763	0.6377	0.6522	0.6761	0.629	0.6667
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	50	0.6537	0.6582	0.6842	0.6087	0.6711	0.6752	0.6383	0.6154	0.6667	0.6412	0.6777
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	74	0.6638	0.6667	0.719	0.6176	0.72	0.7134	0.5816	0.6389	0.7143	0.6107	0.6555
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	100	0.6781	0.6757	0.7034	0.6269	0.7248	0.7613	0.6143	0.6528	0.7068	0.6154	0.7
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	124	0.6742	0.7075	0.6944	0.7194	0.7027	0.7613	0.6176	0.6338	0.6515	0.6202	0.6333
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	150	0.6776	0.7152	0.6897	0.7143	0.6849	0.7582	0.6423	0.662	0.6667	0.6154	0.6271
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	174	0.6748	0.7152	0.6806	0.6944	0.7027	0.7792	0.6324	0.6429	0.6716	0.608	0.6207
nb lemma posneg	N.A.	N.A.	[1, 2, 3]	200	0.6763	0.6933	0.6986	0.6857	0.7067	0.7712	0.6119	0.6761	0.6667	0.6142	0.6387
nb lemma posneg	N.A.	N.A.	[2, 3]	50	0.597	0.625	0.6528	0.5271	0.5564	0.6405	0.5426	0.6621	0.6197	0.5	0.6435
nb lemma posneg	N.A.	N.A.	[2, 3]	74	0.6293	0.6531	0.6757	0.5426	0.5857	0.68	0.6176	0.6761	0.6618	0.5517	0.6486
nb lemma posneg	N.A.	N.A.	[2, 3]	100	0.6479	0.68	0.6846	0.5469	0.6241	0.6883	0.6286	0.7133	0.6901	0.5565	0.6667
nb lemma posneg	N.A.	N.A.	[2, 3]	124	0.6575	0.6974	0.7027	0.5926	0.6383	0.7067	0.6479	0.7172	0.695	0.5217	0.6552
nb lemma posneg	N.A.	N.A.	[2, 3]	150	0.6745	0.7143	0.7067	0.6377	0.6713	0.7333	0.6331	0.7075	0.7222	0.5574	0.6612
nb lemma posneg	N.A.	N.A.	[2, 3]	174	0.6908	0.7261	0.7067	0.6479	0.6933	0.7564	0.6483	0.7162	0.7483	0.5984	0.6667
nb lemma posneg	N.A.	N.A.	[2, 3]	200	0.7016	0.7342	0.7451	0.662	0.6803	0.7722	0.6531	0.7467	0.7467	0.6202	0.6555
nb lemma pos1	N.A.	N.A.	[1]	50	0.1878	0.1622	0.1553	0.1538	0.1111	0.1212	0.2301	0.1875	0.2414	0.2136	0.3019
nb lemma pos1	N.A.	N.A.	[1]	74	0.2278	0.2124	0.1714	0.2796	0.1474	0.1237	0.2689	0.233	0.2655	0.2056	0.3704
nb lemma pos1	N.A.	N.A.	[1]	100	0.2959	0.2764	0.2689	0.3299	0.3178	0.2136	0.2906	0.2804	0.3636	0.2182	0.4
nb lemma pos1	N.A.	N.A.	[1]	124	0.3208	0.32	0.2906	0.4	0.3717	0.2041	0.2982	0.3423	0.3636	0.2321	0.3853
nb lemma pos1	N.A.	N.A.	[1]	150	0.3744	0.3465	0.2957	0.4602	0.4839	0.3243	0.2807	0.3964	0.4262	0.3193	0.4107
nb lemma pos1	N.A.	N.A.	[1]	174	0.3881	0.3538	0.3667	0.4464	0.5	0.3761	0.3276	0.3761	0.4127	0.322	0.4
nb lemma pos1	N.A.	N.A.	[1]	200	0.3735	0.3622	0.3607	0.4483	0.4167	0.3243	0.3304	0.3866	0.3968	0.2957	0.4132
nb lemma pos1	N.A.	N.A.	[1, 2]	50	0.3996	0.4328	0.3478	0.3937	0.4122	0.4545	0.4196	0.4328	0.3357	0.375	0.3913
nb lemma pos1	N.A.	N.A.	[1, 2]	74	0.3712	0.4	0.3206	0.3717	0.35	0.4427	0.3459	0.4275	0.3008	0.384	0.3692
nb lemma pos1	N.A.	N.A.	[1, 2]	100	0.4072	0.3651	0.3846	0.4068	0.3577	0.4848	0.4604	0.4923	0.3359	0.3934	0.391
nb lemma pos1	N.A.	N.A.	[1, 2]	124	0.4223	0.381	0.4275	0.4098	0.4545	0.5038	0.4275	0.4806	0.3411	0.4167	0.381
nb lemma pos1	N.A.	N.A.	[1, 2]	150	0.4178	0.3594	0.4275	0.3866	0.4697	0.5333	0.4127	0.4812	0.3307	0.3932	0.384
nb lemma pos1	N.A.	N.A.	[1, 2]	174	0.4279	0.4062	0.3906	0.4167	0.4848	0.5113	0.4252	0.4662	0.3492	0.3866	0.4426
nb lemma pos1	N.A.	N.A.	[1, 2]	200	0.4036	0.384	0.3876	0.3793	0.4065	0.4409	0.4127	0.458	0.3443	0.386	0.437
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	50	0.3898	0.446	0.3448	0.3622	0.3279	0.4427	0.4167	0.4361	0.3611	0.375	0.3857
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	74	0.389	0.3846	0.3235	0.3636	0.3471	0.4741	0.4	0.4812	0.3485	0.3968	0.3704
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	100	0.4209	0.3651	0.3971	0.4065	0.4511	0.5	0.4722	0.5072	0.3636	0.3636	0.3824
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	124	0.4283	0.378	0.438	0.4194	0.4812	0.5109	0.4478	0.4511	0.3538	0.3967	0.406
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	150	0.4174	0.3692	0.4179	0.3802	0.4812	0.5294	0.4308	0.4328	0.3485	0.3866	0.3969
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	174	0.4305	0.3622	0.406	0.3967	0.4925	0.5217	0.4688	0.4444	0.378	0.3898	0.4444
nb lemma pos1	N.A.	N.A.	[1, 2, 3]	200	0.4039	0.3937	0.3939	0.3697	0.4	0.4545	0.4531	0.4091	0.3721	0.3932	0.4
nb lemma pos1	N.A.	N.A.	[2, 3]	50	0.0091	0	0.0204	0	0.0215	0	0	0	0.0241	0	0.0247
nb lemma pos1	N.A.	N.A.	[2, 3]	74	0.0723	0.0571	0.0734	0.0674	0.0192	0.0566	0.0851	0.0625	0.087	0.0941	0.1205
nb lemma pos1	N.A.	N.A.	[2, 3]	100	0.0957	0.0943	0.0935	0.1064	0.0385	0.0755	0.1373	0.0588	0.0816	0.1124	0.1591
nb lemma pos1	N.A.	N.A.	[2, 3]	124	0.0954	0.0388	0.1101	0.1277	0.0367	0.0734	0.1359	0.0612	0.1	0.1149	0.1556
nb lemma pos1	N.A.	N.A.	[2, 3]	150	0.1169	0.0769	0.1429	0.1702	0.0943	0.0769	0.101	0.1224	0.0842	0.1277	0.172
nb lemma pos1	N.A.	N.A.	[2, 3]	174	0.1166	0.0777	0.1441	0.1649	0.0952	0.0755	0.099	0.12	0.0842	0.1277	0.1778
nb lemma pos1	N.A.	N.A.	[2, 3]	200	0.1221	0.0755	0.1284	0.1684	0.0893	0.0755	0.1308	0.1359	0.1263	0.1237	0.1667
nb lemma neg1	N.A.	N.A.	[1]	50	0.3941	0.3967	0.3833	0.313	0.4724	0.4286	0.3509	0.3462	0.3273	0.4078	0.5149
nb lemma neg1	N.A.	N.A.	[1]	74	0.4391	0.3636	0.4677	0.4483	0.5152	0.458	0.4228	0.4074	0.4348	0.42	0.4536
nb lemma neg1	N.A.	N.A.	[1]	100	0.5029	0.4615	0.4923	0.5333	0.5674	0.5	0.5116	0.521	0.4959	0.4038	0.5421
nb lemma neg1	N.A.	N.A.	[1]	124	0.4991	0.4496	0.4615	0.5574	0.5652	0.5481	0.5	0.5	0.5161	0.4078	0.4854
nb lemma neg1	N.A.	N.A.	[1]	150	0.5045	0.4615	0.4812	0.5667	0.6099	0.5344	0.4844	0.4746	0.5203	0.4118	0.5
nb lemma neg1	N.A.	N.A.	[1]	174	0.5048	0.4496	0.4848	0.5299	0.5693	0.5649	0.4961	0.5254	0.5203	0.4078	0.5
nb lemma neg1	N.A.	N.A.	[1]	200	0.5184	0.5255	0.5224	0.5854	0.5652	0.5649	0.4961	0.4779	0.5082	0.4381	0.5
nb lemma neg1	N.A.	N.A.	[1, 2]	50	0.5484	0.5874	0.5655	0.4496	0.5075	0.6216	0.5271	0.5246	0.5899	0.4839	0.6271
nb lemma neg1	N.A.	N.A.	[1, 2]	74	0.5479	0.5655	0.5507	0.4961	0.5075	0.6309	0.5191	0.5426	0.6029	0.4828	0.5812
nb lemma neg1	N.A.	N.A.	[1, 2]	100	0.5358	0.5734	0.4923	0.5547	0.5755	0.6081	0.5077	0.4522	0.5124	0.5455	0.5357
nb lemma neg1	N.A.	N.A.	[1, 2]	124	0.5433	0.5674	0.5303	0.5401	0.5522	0.6154	0.5496	0.4615	0.496	0.5766	0.5439
nb lemma neg1	N.A.	N.A.	[1, 2]	150	0.5486	0.5775	0.5152	0.5778	0.5755	0.6056	0.5414	0.4602	0.5079	0.5636	0.5614
nb lemma neg1	N.A.	N.A.	[1, 2]	174	0.5478	0.5775	0.5152	0.563	0.6241	0.5972	0.5077	0.4779	0.496	0.5586	0.5614
nb lemma neg1	N.A.	N.A.	[1, 2]	200	0.554	0.5833	0.5303	0.6029	0.5797	0.6099	0.5077	0.5172	0.4921	0.5455	0.5714
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	50	0.5402	0.5652	0.5286	0.4603	0.5038	0.6395	0.5289	0.5484	0.5484	0.4754	0.6034
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	74	0.5571	0.5797	0.5612	0.5649	0.4962	0.6575	0.5271	0.5802	0.5714	0.4737	0.5593
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	100	0.5377	0.5816	0.5522	0.4923	0.5481	0.6232	0.5397	0.45	0.5128	0.5185	0.5586
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	124	0.5481	0.5957	0.5522	0.5455	0.5606	0.6029	0.5397	0.4696	0.4746	0.5841	0.5565
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	150	0.5606	0.5797	0.5693	0.5649	0.5926	0.6232	0.5469	0.4786	0.5	0.5965	0.5546
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	174	0.5583	0.5333	0.5612	0.5714	0.5909	0.6131	0.5781	0.487	0.5082	0.5536	0.5862
nb lemma neg1	N.A.	N.A.	[1, 2, 3]	200	0.5618	0.5333	0.5972	0.5954	0.6061	0.5865	0.5891	0.4912	0.5041	0.5586	0.5565
nb lemma neg1	N.A.	N.A.	[2, 3]	50	0.3574	0.3621	0.4068	0.3673	0.3107	0.3652	0.2745	0.3704	0.3725	0.3226	0.4222
nb lemma neg1	N.A.	N.A.	[2, 3]	74	0.346	0.3304	0.4132	0.2826	0.3137	0.3478	0.3208	0.3333	0.419	0.2947	0.4045
nb lemma neg1	N.A.	N.A.	[2, 3]	100	0.3807	0.3761	0.4202	0.3434	0.3585	0.3509	0.367	0.3962	0.4381	0.2887	0.4681
nb lemma neg1	N.A.	N.A.	[2, 3]	124	0.384	0.439	0.4	0.3265	0.3585	0.3214	0.3818	0.4074	0.4528	0.268	0.4842
nb lemma neg1	N.A.	N.A.	[2, 3]	150	0.3745	0.4167	0.4202	0.3469	0.3551	0.3652	0.3853	0.3738	0.3434	0.303	0.4348
nb lemma neg1	N.A.	N.A.	[2, 3]	174	0.4038	0.4355	0.459	0.3918	0.3585	0.4034	0.4286	0.3738	0.4231	0.303	0.4615
nb lemma neg1	N.A.	N.A.	[2, 3]	200	0.3866	0.3697	0.439	0.3878	0.3396	0.4167	0.4	0.3333	0.4	0.2857	0.4946
nb pos posneg	N.A.	N.A.	[1]	50	0.3869	0.3652	0.359	0.4771	0.3396	0.3604	0.3486	0.3774	0.3486	0.3689	0.5243
nb pos posneg	N.A.	N.A.	[1]	74	0.3982	0.3866	0.3036	0.5138	0.3551	0.3818	0.3333	0.4404	0.3423	0.4299	0.495
nb pos posneg	N.A.	N.A.	[1]	100	0.3878	0.3932	0.3243	0.4762	0.3551	0.3818	0.2885	0.3962	0.3303	0.4528	0.48
nb pos posneg	N.A.	N.A.	[1]	124	0.384	0.3898	0.3363	0.4615	0.3704	0.367	0.2885	0.3774	0.3273	0.4571	0.4646
nb pos posneg	N.A.	N.A.	[1]	150	0.3795	0.3898	0.3363	0.4717	0.3704	0.3636	0.3048	0.3619	0.283	0.434	0.48
nb pos posneg	N.A.	N.A.	[1]	174	0.3763	0.3898	0.3363	0.466	0.3704	0.3636	0.3208	0.3619	0.2857	0.419	0.449
nb pos posneg	N.A.	N.A.	[1]	200	0.3759	0.3898	0.3363	0.466	0.3704	0.3636	0.3208	0.3619	0.2857	0.4151	0.449
nb pos posneg	N.A.	N.A.	[1, 2]	50	0.5827	0.5205	0.517	0.6412	0.6712	0.5915	0.4889	0.6069	0.527	0.6119	0.6508
nb pos posneg	N.A.	N.A.	[1, 2]	74	0.5666	0.5139	0.5241	0.6074	0.6667	0.5972	0.4885	0.6	0.5033	0.5522	0.6129
nb pos posneg	N.A.	N.A.	[1, 2]	100	0.5511	0.5035	0.5205	0.6212	0.6241	0.5612	0.4615	0.5942	0.4828	0.5564	0.5854
nb pos posneg	N.A.	N.A.	[1, 2]	124	0.553	0.5103	0.5442	0.6364	0.6143	0.5797	0.4651	0.5522	0.4615	0.5649	0.6016
nb pos posneg	N.A.	N.A.	[1, 2]	150	0.5528	0.5205	0.5442	0.6316	0.5942	0.5797	0.4806	0.5414	0.4895	0.5606	0.5854
nb pos posneg	N.A.	N.A.	[1, 2]	174	0.5494	0.517	0.5342	0.6212	0.5985	0.5797	0.4806	0.5344	0.4857	0.5692	0.5738
nb pos posneg	N.A.	N.A.	[1, 2]	200	0.5479	0.517	0.5479	0.6212	0.5882	0.5839	0.4806	0.5344	0.4857	0.5581	0.562
nb pos posneg	N.A.	N.A.	[1, 2, 3]	50	0.6093	0.56	0.5875	0.6269	0.7059	0.5946	0.5753	0.6081	0.5385	0.6241	0.6719
nb pos posneg	N.A.	N.A.	[1, 2, 3]	74	0.5947	0.5541	0.5789	0.6222	0.6667	0.6027	0.5468	0.6099	0.5229	0.6029	0.64
nb pos posneg	N.A.	N.A.	[1, 2, 3]	100	0.5821	0.5241	0.56	0.6212	0.6301	0.5833	0.5255	0.6056	0.5325	0.5926	0.6457
nb pos posneg	N.A.	N.A.	[1, 2, 3]	124	0.5814	0.5241	0.5789	0.6222	0.6014	0.5833	0.5468	0.5652	0.5325	0.5926	0.6667
nb pos posneg	N.A.	N.A.	[1, 2, 3]	150	0.5737	0.517	0.5658	0.6269	0.5957	0.6	0.5147	0.5588	0.5298	0.5778	0.6508
nb pos posneg	N.A.	N.A.	[1, 2, 3]	174	0.5723	0.5241	0.5467	0.6316	0.5957	0.5957	0.5224	0.5672	0.5333	0.5714	0.6349
nb pos posneg	N.A.	N.A.	[1, 2, 3]	200	0.5719	0.5241	0.5503	0.6165	0.5957	0.5957	0.5185	0.5672	0.5333	0.5821	0.6349
nb pos posneg	N.A.	N.A.	[2, 3]	50	0.5693	0.5422	0.6282	0.5455	0.5942	0.6065	0.5479	0.4932	0.5695	0.5556	0.6099
nb pos posneg	N.A.	N.A.	[2, 3]	74	0.6067	0.5409	0.6164	0.6053	0.64	0.6115	0.5935	0.6216	0.561	0.6438	0.6331
nb pos posneg	N.A.	N.A.	[2, 3]	100	0.6055	0.5658	0.6	0.5931	0.6577	0.6049	0.5513	0.6259	0.5749	0.625	0.6569
nb pos posneg	N.A.	N.A.	[2, 3]	124	0.6165	0.5541	0.6108	0.6267	0.6839	0.6203	0.5714	0.6309	0.5765	0.6338	0.6569
nb pos posneg	N.A.	N.A.	[2, 3]	150	0.6089	0.5541	0.5818	0.6301	0.6494	0.6415	0.535	0.6184	0.5783	0.6338	0.6667
nb pos posneg	N.A.	N.A.	[2, 3]	174	0.6156	0.5641	0.5963	0.6575	0.6533	0.6364	0.535	0.6081	0.5854	0.6531	0.6667
nb pos posneg	N.A.	N.A.	[2, 3]	200	0.6239	0.549	0.6115	0.6621	0.671	0.6405	0.56	0.6395	0.559	0.6438	0.7023
nb pos pos1	N.A.	N.A.	[1]	50	0.4603	0.4156	0.4872	0.4857	0.5098	0.4648	0.3288	0.4774	0.4774	0.5035	0.4531
nb pos pos1	N.A.	N.A.	[1]	74	0.4317	0.3546	0.469	0.4427	0.5036	0.4444	0.3165	0.4681	0.4138	0.4776	0.4262
nb pos pos1	N.A.	N.A.	[1]	100	0.4355	0.3776	0.4722	0.4567	0.507	0.4559	0.3143	0.4414	0.4336	0.4733	0.4228
nb pos pos1	N.A.	N.A.	[1]	124	0.4395	0.375	0.4714	0.4724	0.507	0.4748	0.3165	0.4521	0.4218	0.5077	0.3967
nb pos pos1	N.A.	N.A.	[1]	150	0.4433	0.3662	0.4615	0.4762	0.4895	0.4932	0.3188	0.4521	0.4173	0.5481	0.4103
nb pos pos1	N.A.	N.A.	[1]	174	0.4375	0.338	0.4823	0.4882	0.4965	0.4965	0.2941	0.4444	0.4265	0.5191	0.3894
nb pos pos1	N.A.	N.A.	[1]	200	0.4382	0.3497	0.4892	0.4921	0.4823	0.5	0.2941	0.4476	0.4265	0.5116	0.3894
nb pos pos1	N.A.	N.A.	[1, 2]	50	0.5356	0.4756	0.5475	0.5578	0.566	0.5409	0.4845	0.5309	0.561	0.5526	0.539
nb pos pos1	N.A.	N.A.	[1, 2]	74	0.5238	0.4872	0.4756	0.5594	0.5676	0.5641	0.4474	0.5067	0.5366	0.5379	0.5556
nb pos pos1	N.A.	N.A.	[1, 2]	100	0.5277	0.5	0.5096	0.5674	0.5753	0.5325	0.443	0.5325	0.5223	0.5556	0.539
nb pos pos1	N.A.	N.A.	[1, 2]	124	0.532	0.5033	0.5385	0.5674	0.5714	0.5385	0.4595	0.5223	0.5217	0.5571	0.5401
nb pos pos1	N.A.	N.A.	[1, 2]	150	0.5262	0.5033	0.5316	0.5441	0.5616	0.5443	0.4564	0.5229	0.5032	0.5612	0.5333
nb pos pos1	N.A.	N.A.	[1, 2]	174	0.5247	0.4832	0.5128	0.5373	0.5676	0.5548	0.4626	0.5235	0.5033	0.5714	0.5303
nb pos pos1	N.A.	N.A.	[1, 2]	200	0.5197	0.4933	0.4933	0.5263	0.5578	0.5641	0.4595	0.5405	0.5	0.5693	0.4925
nb pos pos1	N.A.	N.A.	[1, 2, 3]	50	0.5548	0.5029	0.5824	0.5806	0.5963	0.5839	0.4727	0.5679	0.5765	0.5677	0.517
nb pos pos1	N.A.	N.A.	[1, 2, 3]	74	0.5212	0.4615	0.5181	0.589	0.5578	0.557	0.4106	0.5235	0.5062	0.5503	0.5379
nb pos pos1	N.A.	N.A.	[1, 2, 3]	100	0.5253	0.5	0.4872	0.5775	0.5946	0.5385	0.4605	0.5101	0.5	0.5493	0.5352
nb pos pos1	N.A.	N.A.	[1, 2, 3]	124	0.5238	0.5	0.4935	0.5714	0.5811	0.5455	0.4626	0.5135	0.4938	0.5333	0.5429
nb pos pos1	N.A.	N.A.	[1, 2, 3]	150	0.5343	0.5101	0.5065	0.5496	0.5772	0.586	0.4755	0.5205	0.519	0.5652	0.5333
nb pos pos1	N.A.	N.A.	[1, 2, 3]	174	0.5302	0.5135	0.5128	0.5778	0.5811	0.5823	0.4932	0.507	0.5	0.5303	0.5038
nb pos pos1	N.A.	N.A.	[1, 2, 3]	200	0.5324	0.4828	0.5098	0.5865	0.5733	0.6203	0.4966	0.5	0.5166	0.5344	0.5038
nb pos pos1	N.A.	N.A.	[2, 3]	50	0.4239	0.4125	0.366	0.4615	0.3582	0.4231	0.3896	0.5283	0.4528	0.406	0.4412
nb pos pos1	N.A.	N.A.	[2, 3]	74	0.4346	0.478	0.4103	0.4706	0.3731	0.4384	0.3709	0.4932	0.4277	0.4638	0.4203
nb pos pos1	N.A.	N.A.	[2, 3]	100	0.4573	0.4815	0.4852	0.4416	0.5175	0.4684	0.3684	0.4785	0.4217	0.4366	0.4741
nb pos pos1	N.A.	N.A.	[2, 3]	124	0.4793	0.4713	0.5119	0.4935	0.5263	0.5096	0.4267	0.4444	0.4815	0.4638	0.4638
nb pos pos1	N.A.	N.A.	[2, 3]	150	0.4605	0.4586	0.472	0.5211	0.4795	0.4872	0.3796	0.4417	0.4459	0.4429	0.4769
nb pos pos1	N.A.	N.A.	[2, 3]	174	0.4384	0.4564	0.4387	0.4853	0.4714	0.469	0.3529	0.443	0.3916	0.4118	0.464
nb pos pos1	N.A.	N.A.	[2, 3]	200	0.4462	0.4626	0.4575	0.4748	0.4714	0.4552	0.3824	0.4713	0.4306	0.4118	0.4444
nb pos neg1	N.A.	N.A.	[1]	50	0.0791	0.0632	0.0619	0.0759	0.087	0.1414	0.0227	0.0909	0.0238	0.0988	0.125
nb pos neg1	N.A.	N.A.	[1]	74	0.0913	0.0638	0.0612	0.1235	0.1064	0.1031	0.0652	0.069	0.0698	0.1446	0.1067
nb pos neg1	N.A.	N.A.	[1]	100	0.0808	0.0632	0.0606	0.0769	0.0444	0.0833	0.044	0.0714	0.0899	0.1463	0.1282
nb pos neg1	N.A.	N.A.	[1]	124	0.0667	0.0435	0.0612	0	0.0444	0.0825	0.044	0.0476	0.092	0.1235	0.1282
nb pos neg1	N.A.	N.A.	[1]	150	0.0622	0.0435	0.0412	0.0256	0.0449	0.0825	0.044	0.0241	0.0899	0.0759	0.15
nb pos neg1	N.A.	N.A.	[1]	174	0.0622	0.0435	0.0412	0.0256	0.0449	0.0825	0.044	0.0241	0.0899	0.0759	0.15
nb pos neg1	N.A.	N.A.	[1]	200	0.0622	0.0435	0.0412	0.0256	0.0449	0.0825	0.044	0.0241	0.0899	0.0759	0.15
nb pos neg1	N.A.	N.A.	[1, 2]	50	0.331	0.3559	0.2632	0.3301	0.3158	0.3361	0.2991	0.3448	0.4035	0.3214	0.34
nb pos neg1	N.A.	N.A.	[1, 2]	74	0.2914	0.243	0.2342	0.3469	0.2963	0.2523	0.2157	0.3478	0.3333	0.3462	0.2979
nb pos neg1	N.A.	N.A.	[1, 2]	100	0.2794	0.2056	0.2342	0.3469	0.2617	0.2703	0.1748	0.3148	0.3333	0.3364	0.3158
nb pos neg1	N.A.	N.A.	[1, 2]	124	0.2692	0.2202	0.2321	0.3232	0.2095	0.2679	0.2286	0.3148	0.3019	0.3333	0.2609
nb pos neg1	N.A.	N.A.	[1, 2]	150	0.2677	0.1869	0.2143	0.268	0.243	0.2931	0.233	0.3019	0.3119	0.3301	0.2947
nb pos neg1	N.A.	N.A.	[1, 2]	174	0.2741	0.2	0.1982	0.303	0.2593	0.3077	0.25	0.2857	0.283	0.3238	0.3299
nb pos neg1	N.A.	N.A.	[1, 2]	200	0.2846	0.2182	0.2435	0.3093	0.3036	0.2881	0.2286	0.2718	0.2991	0.3364	0.3469
nb pos neg1	N.A.	N.A.	[1, 2, 3]	50	0.4257	0.4409	0.375	0.4786	0.374	0.4211	0.4286	0.4127	0.4848	0.4444	0.3964
nb pos neg1	N.A.	N.A.	[1, 2, 3]	74	0.3941	0.3559	0.3	0.4522	0.4194	0.378	0.4034	0.4375	0.4098	0.4386	0.3462
nb pos neg1	N.A.	N.A.	[1, 2, 3]	100	0.3768	0.3077	0.2951	0.4737	0.3866	0.3548	0.3793	0.4262	0.4034	0.4174	0.3238
nb pos neg1	N.A.	N.A.	[1, 2, 3]	124	0.367	0.25	0.3	0.4386	0.4	0.3387	0.3833	0.4065	0.4426	0.3964	0.3137
nb pos neg1	N.A.	N.A.	[1, 2, 3]	150	0.3638	0.2478	0.2951	0.4211	0.3866	0.336	0.4098	0.3967	0.4167	0.386	0.3429
nb pos neg1	N.A.	N.A.	[1, 2, 3]	174	0.3746	0.2857	0.3089	0.4211	0.4	0.3492	0.4355	0.3802	0.4098	0.375	0.381
nb pos neg1	N.A.	N.A.	[1, 2, 3]	200	0.385	0.314	0.336	0.4211	0.4355	0.3651	0.3902	0.359	0.4286	0.4444	0.3564
nb pos neg1	N.A.	N.A.	[2, 3]	50	0.3746	0.3577	0.4286	0.4567	0.3934	0.4308	0.381	0.2243	0.4031	0.2593	0.4107
nb pos neg1	N.A.	N.A.	[2, 3]	74	0.3744	0.374	0.3937	0.4878	0.4032	0.3846	0.3902	0.2832	0.4154	0.2727	0.3393
nb pos neg1	N.A.	N.A.	[2, 3]	100	0.3616	0.3193	0.4031	0.4333	0.3115	0.3459	0.3636	0.3443	0.3731	0.3393	0.3826
nb pos neg1	N.A.	N.A.	[2, 3]	124	0.329	0.3529	0.3333	0.3419	0.3333	0.3025	0.3167	0.3279	0.3175	0.3119	0.3519
nb pos neg1	N.A.	N.A.	[2, 3]	150	0.3353	0.3248	0.3333	0.359	0.3443	0.3333	0.3387	0.374	0.3437	0.3214	0.2804
nb pos neg1	N.A.	N.A.	[2, 3]	174	0.3527	0.3667	0.3226	0.3802	0.3306	0.416	0.3622	0.3902	0.3411	0.3243	0.2936
nb pos neg1	N.A.	N.A.	[2, 3]	200	0.3639	0.3802	0.3594	0.4068	0.2927	0.377	0.3594	0.3333	0.384	0.3571	0.3894
															
svm ln token posneg	0	10	[1]	50	0.6105	0.675	0.6027	0.6835	0.6667	0.5714	0.6395	0.6145	0.5857	0.5294	0.5362
svm ln token posneg	0	10	[1]	74	0.6185	0.6275	0.5906	0.6119	0.6456	0.646	0.507	0.6065	0.6053	0.6538	0.6914
svm ln token posneg	0	10	[1]	100	0.6397	0.5828	0.6275	0.7432	0.6626	0.7394	0.6082	0.5676	0.6133	0.5897	0.6626
svm ln token posneg	0	10	[1]	124	0.6309	0.6752	0.6418	0.5488	0.6753	0.6115	0.6316	0.6092	0.64	0.6788	0.5974
svm ln token posneg	0	10	[1]	150	0.6615	0.6145	0.7305	0.6988	0.6309	0.6933	0.5574	0.6386	0.6456	0.703	0.7021
svm ln token posneg	0	10	[1]	174	0.6676	0.6582	0.6194	0.6667	0.6744	0.6536	0.6429	0.7168	0.6509	0.6829	0.7101
svm ln token posneg	0	10	[1]	200	0.6512	0.6232	0.6832	0.6545	0.7251	0.6582	0.6936	0.6857	0.5571	0.6102	0.6207
svm ln token posneg	0	10	[1, 2]	50	0.6628	0.6842	0.7037	0.7059	0.6207	0.7024	0.6265	0.6286	0.726	0.5882	0.642
svm ln token posneg	0	10	[1, 2]	74	0.6431	0.6943	0.6225	0.6369	0.6154	0.7037	0.5344	0.6483	0.6709	0.6617	0.6429
svm ln token posneg	0	1000	[1, 2]	100	0.6388	0.6897	0.5839	0.6818	0.6087	0.6711	0.642	0.6971	0.6164	0.6707	0.5263
